filename,class0,class1,mean,mean,mean
None,35.44009,78.339005,56.88955
None,23.409399,83.240616,53.32501
None,25.0,54.194096,39.597046
None,19.79899,91.131775,55.46538
None,20.904545,56.52433,38.71444
None,22.494444,153.81807,88.15626
None,38.8201,120.62338,79.72174
None,17.14643,76.811455,46.978943
None,98.61542,68.29349,83.45445
None,109.082535,124.976,117.02927
None,103.7497,58.0517,80.9007
None,70.09993,82.207054,76.15349
None,31.0,159.96875,95.484375
None,67.08204,73.27346,70.17775
None,29.732138,100.25967,64.9959
None,27.092434,80.16857,53.6305
None,71.02816,65.95453,68.49135
None,26.627054,71.44928,49.038166
None,30.430248,87.20665,58.81845
None,17.029387,79.23383,48.13161
