filename,class0,class1,mean,mean,mean,mean
None,4.693735,2.7741148,3.7339249
None,6.675326,4.574672,5.624999
None,5.9297442,2.4729195,4.201332
None,4.0782986,3.0326095,3.555454
None,6.2913785,4.61591,5.4536443
None,2.6198878,74.63234,38.626114
None,7.752183,55.64194,31.697062
None,4.097349,27.096914,15.597132
None,69.2358,1.3019214,35.26886
None,28.500795,53.76579,41.133293
None,69.4666,4.993892,37.230244
None,14.581906,5.9128313,10.247369
None,6.299895,111.56087,58.93038
None,17.199368,4.900448,11.049908
None,7.11,46.609383,26.859692
None,8.457044,7.113844,7.785444
None,24.9531,3.0466652,13.999883
None,4.68802,7.0635066,5.8757634
None,5.3698745,13.235884,9.302879
None,2.724843,2.0591812,2.3920121
