iteration,epoch,loss,lr
1,1,2.077853202819824,3.9999999999999996e-05
2,1,2.0696351528167725,4.00751801062372e-05
3,1,2.0830912590026855,4.0300696874747094e-05
4,1,2.103823184967041,4.067647966230208e-05
5,1,2.0978927612304688,4.120241075477769e-05
6,1,2.068927526473999,4.18783254040265e-05
7,1,2.1051807403564453,4.2704011879485205e-05
8,1,2.113865375518799,4.367921153450023e-05
9,1,2.049856424331665,4.4803618887347563e-05
10,1,2.0539231300354004,4.607688171692629e-05
11,1,2.0627684593200684,4.749860117309176e-05
12,1,2.0972533226013184,4.906833190159452e-05
13,1,2.0715718269348145,5.078558218358934e-05
14,1,2.029571056365967,5.2649814089665244e-05
15,1,2.05574893951416,5.466044364835221e-05
16,1,2.0940873622894287,5.6816841029051204e-05
17,1,2.0357513427734375,5.9118330739328e-05
18,1,2.044830799102783,6.156419183651223e-05
19,1,2.0803921222686768,6.415365815353239e-05
20,1,2.071051597595215,6.688591853891868e-05
21,1,2.04150128364563,6.976011711089562e-05
22,1,2.0363011360168457,7.277535352548836e-05
23,1,1.998971700668335,7.593068325855551e-05
24,1,2.061851739883423,7.922511790166124e-05
25,1,1.9966472387313843,8.265762547169536e-05
26,1,2.041368007659912,8.622713073414218e-05
27,1,2.002836227416992,8.993251553989813e-05
28,1,2.0025272369384766,9.377261917553267e-05
29,1,1.9908783435821533,9.774623872688202e-05
30,1,1.9694507122039795,0.00010185212945586274
31,1,2.0318450927734375,0.0001060890051903866
32,1,2.0110883712768555,0.00011045553872725429
33,1,1.9878599643707275,0.00011495036224790252
34,1,1.99971604347229,0.00011957206774687373
35,1,1.957824945449829,0.0001243192074728745
36,1,1.9622079133987427,0.00012919029438228423
37,1,1.9536659717559814,0.0001341838026049729
38,1,1.9551496505737305,0.00013929816792227867
39,1,1.8975157737731934,0.00014453178825700225
40,1,1.9406390190124512,0.00014988302417525713
41,1,1.908020257949829,0.00015535019940002325
42,1,1.958046317100525,0.00016093160133624112
43,1,1.9391262531280518,0.0001666254816072839
44,1,1.9229897260665894,0.0001724300566026361
45,1,1.9781019687652588,0.0001783435080366109
46,1,1.9254169464111328,0.0001843639835179292
47,1,1.851797342300415,0.00019048959712998138
48,1,1.8642178773880005,0.00019671843002159193
49,1,1.8478950262069702,0.0002030485310081004
50,1,1.8450490236282349,0.00020947791718257057
51,1,1.841766357421875,0.00021600457453693745
52,1,1.8384764194488525,0.00022262645859289572
53,1,1.8098704814910889,0.0002293414950423334
54,1,1.8488330841064453,0.0002361475803971106
55,1,1.8232862949371338,0.0002430425826479769
56,1,1.7800323963165283,0.00025002434193242525
57,1,1.8224893808364868,0.0002570906712112695
58,1,1.7849363088607788,0.00026423935695373446
59,1,1.790452480316162,0.00027146815983084775
60,1,1.8552658557891846,0.0002787748154169076
61,1,1.7221605777740479,0.00028615703489881766
62,1,1.7679228782653809,0.00029361250579305735
63,1,1.7532958984375,0.0003011388926700688
64,1,1.7692443132400513,0.0003087338378858315
65,1,1.7418973445892334,0.00031639496232039417
66,1,1.755516529083252,0.00032411986612313685
67,1,1.7588213682174683,0.0003319061294645237
68,1,1.7110793590545654,0.00033975131329411646
69,1,1.6865637302398682,0.00034765296010460774
70,1,1.6889410018920898,0.00035560859470163634
71,1,1.6997156143188477,0.0003636157249791435
72,1,1.69156813621521,0.0003716718427000253
73,1,1.6834471225738525,0.0003797744242818392
74,1,1.6989667415618896,0.0003879209315873186
75,1,1.707497000694275,0.00039610881271944355
76,1,1.7220357656478882,0.00040433550282082515
77,1,1.7497999668121338,0.0004125984248771475
78,1,1.6503005027770996,0.000420894990524419
79,1,1.6710867881774902,0.000429222600859778
80,1,1.6152982711791992,0.0004375786472556008
81,1,1.6214104890823364,0.00044596051217665495
82,1,1.6189284324645996,0.00045436557000004356
83,1,1.6474883556365967,0.0004627911878376832
84,1,1.6462478637695312,0.00047123472636105643
85,1,1.6063634157180786,0.00047969354062798325
86,1,1.6187769174575806,0.0004881649809111501
87,1,1.5656280517578125,0.0004966463935281385
88,1,1.677485704421997,0.0005051351216726919
89,1,1.766735315322876,0.0005136285062469611
90,1,1.6321039199829102,0.000522123886694469
91,1,1.5555437803268433,0.0005306186018335297
92,1,1.553593635559082,0.0005391099906908656
93,1,1.7788419723510742,0.0005475953933351584
94,1,1.5488159656524658,0.000556072151710274
95,1,1.627262830734253,0.0005645376104678986
96,1,1.5167003870010376,0.0005729891177993294
97,1,1.5998821258544922,0.0005814240262661536
98,1,1.5571682453155518,0.0005898396936295607
99,1,1.5356926918029785,0.0005982334836780231
100,1,1.5377857685089111,0.000606602767053093
101,1,1.6031501293182373,0.0006149449220730483
102,1,1.566645622253418,0.0006232573355541365
103,1,1.5850882530212402,0.000631537403629155
104,1,1.5473283529281616,0.000639782532563114
105,1,1.5538203716278076,0.0006479901395657253
106,1,1.7163103818893433,0.0006561576536004625
107,1,1.5642268657684326,0.0006642825161899382
108,1,1.7492375373840332,0.0006723621822173502
109,1,1.455780267715454,0.0006803941207237387
110,1,1.6296424865722656,0.0006883758157008112
111,1,1.6492538452148438,0.0006963047668790832
112,1,1.4791667461395264,0.0007041784905110883
113,1,1.5045580863952637,0.0007119945201494132
114,1,1.56106436252594,0.0007197504074193139
115,1,1.6456431150436401,0.00072744372278567
116,1,1.4838268756866455,0.0007350720563140377
117,1,1.5098304748535156,0.0007426330184255622
118,1,1.89145028591156,0.0007501242406455155
119,1,1.7436022758483887,0.0007575433763452208
120,2,1.560813307762146,0.0007648881014771364
121,2,1.6568562984466553,0.0007721561153028634
122,2,1.6136023998260498,0.0007793451411138535
123,2,1.491470217704773,0.0007864529269445896
124,2,1.6291323900222778,0.0007934772462780135
125,2,1.592488408088684,0.0008004158987429848
126,2,1.7406859397888184,0.0008072667108035476
127,2,1.5900623798370361,0.0008140275364397912
128,2,1.4148306846618652,0.0008206962578200921
129,2,1.6008844375610352,0.0008272707859645263
130,2,1.4520847797393799,0.0008337490613992423
131,2,1.5336401462554932,0.0008401290548015924
132,2,1.4691596031188965,0.0008464087676358193
133,2,1.7774032354354858,0.0008525862327790979
134,2,1.6653339862823486,0.0008586595151377375
135,2,1.5555708408355713,0.000864626712253351
136,2,1.4275301694869995,0.0008704859548988004
137,2,1.5728259086608887,0.0008762354076637336
138,2,1.4516959190368652,0.0008818732695295267
139,2,1.4708633422851562,0.0008873977744334548
140,2,1.6637310981750488,0.0008928071918219112
141,2,1.5725457668304443,0.0008980998271925047
142,2,1.69700026512146,0.0009032740226248624
143,2,1.7688133716583252,0.0009083281572999747
144,2,1.7403357028961182,0.0009132606480079176
145,2,1.4487824440002441,0.0009180699496437932
146,2,1.478034496307373,0.0009227545556917353
147,2,1.4970176219940186,0.0009273129986968259
148,2,1.4961681365966797,0.0009317438507247756
149,2,1.4802582263946533,0.0009360457238092254
150,2,1.5296156406402588,0.0009402172703865272
151,2,1.4581713676452637,0.0009442571837178694
152,2,1.4737508296966553,0.0009481641982986124
153,2,1.5196170806884766,0.0009519370902547094
154,2,1.4869353771209717,0.0009555746777260853
155,2,1.4938325881958008,0.0009590758212368541
156,2,1.4556307792663574,0.0009624394240522616
157,2,1.868126392364502,0.0009656644325222369
158,2,1.4326800107955933,0.0009687498364114489
159,2,1.444563388824463,0.0009716946692157638
160,2,1.4961214065551758,0.0009744980084650021
161,2,1.432243824005127,0.0009771589760119031
162,2,1.4395573139190674,0.0009796767383072047
163,2,1.474337100982666,0.0009820505066607534
164,2,1.445509433746338,0.000984279537488562
165,2,1.4904396533966064,0.0009863631325457364
166,2,1.3590915203094482,0.0009883006391452032
167,2,1.6690700054168701,0.0009900914503621623
168,2,1.4109270572662354,0.0009917350052242072
169,2,1.6341092586517334,0.0009932307888870498
170,2,1.3893826007843018,0.0009945783327957958
171,2,1.4237072467803955,0.000995777214831719
172,2,1.6638325452804565,0.0009968270594444913
173,2,1.3816012144088745,0.0009977275377698227
174,2,1.4247734546661377,0.0009984783677324794
175,2,1.8399364948272705,0.000999079314134643
176,2,1.8161060810089111,0.0009995301887295873
177,2,1.3970441818237305,0.0009998308502806458
178,2,1.4071440696716309,0.0009999812046054544
179,2,1.515539526939392,0.0009999964441167017
180,2,1.4958300590515137,0.000999967997353778
181,2,1.5290614366531372,0.0009999111054463852
182,2,1.5059049129486084,0.0009998257716313408
183,2,1.5685651302337646,0.0009997120007636398
184,2,1.3835915327072144,0.0009995697993161804
185,2,1.4200044870376587,0.0009993991753793942
186,2,1.5629314184188843,0.000999200138660786
187,2,1.393449306488037,0.0009989727004843826
188,2,1.4696170091629028,0.0009987168737900878
189,2,1.6887086629867554,0.0009984326731329455
190,2,1.396368145942688,0.0009981201146823133
191,2,1.4312386512756348,0.0009977792162209405
192,2,1.3296668529510498,0.0009974099971439586
193,2,1.540279507637024,0.0009970124784577758
