iteration,epoch,loss,lr
1,1,2.077853202819824,3.9999999999999996e-05
2,1,2.0696349143981934,4.001868995142928e-05
3,1,2.0830912590026855,4.0074758350240754e-05
4,1,2.1038265228271484,4.016820083011907e-05
5,1,2.097890615463257,4.029901011425041e-05
6,1,2.06895112991333,4.046717601588815e-05
7,1,2.1052403450012207,4.0672685439146474e-05
8,1,2.114027976989746,4.0915522380020734e-05
9,1,2.0500340461730957,4.1195667927633396e-05
10,1,2.0542845726013184,4.151310026570662e-05
11,1,2.0632810592651367,4.18677946742613e-05
12,1,2.0980048179626465,4.225972353154208e-05
13,1,2.0726447105407715,4.268885631616862e-05
14,1,2.030496120452881,4.3155159609512255e-05
15,1,2.0576181411743164,4.365859709829813e-05
16,1,2.0966553688049316,4.419912957743383e-05
17,1,2.0385942459106445,4.477671495306198e-05
18,1,2.0481691360473633,4.539130824583813e-05
19,1,2.084479570388794,4.60428615944343e-05
20,1,2.0775437355041504,4.6731324259265106e-05
21,1,2.0480761528015137,4.745664262643999e-05
22,1,2.0417308807373047,4.821876021193772e-05
23,1,2.0051512718200684,4.901761766600585e-05
24,1,2.0738072395324707,4.985315277778151e-05
25,1,1.9985854625701904,5.072530048013703e-05
26,1,2.055885076522827,5.163399285474681e-05
27,1,2.0183677673339844,5.2579159137375775e-05
28,1,2.0203442573547363,5.3560725723391235e-05
29,1,2.011836528778076,5.4578616173493744e-05
30,1,1.9924622774124146,5.5632751219670466e-05
31,1,2.0585055351257324,5.672304877136819e-05
32,1,2.038234233856201,5.784942392188567e-05
33,1,2.0183043479919434,5.901178895498596e-05
34,1,2.032792091369629,6.021005335172733e-05
35,1,1.986059546470642,6.144412379751251e-05
36,1,2.006010055541992,6.271390418935516e-05
37,1,1.995941162109375,6.40192956433644e-05
38,1,2.0047295093536377,6.536019650244473e-05
39,1,1.9474976062774658,6.673650234421328e-05
40,1,1.999586820602417,6.814810598913096e-05
41,1,1.966219186782837,6.959489750884987e-05
42,1,1.9982104301452637,7.107676423477301e-05
43,1,2.011215925216675,7.259359076682904e-05
44,1,1.9979097843170166,7.41452589824587e-05
45,1,2.002451181411743,7.573164804581384e-05
46,1,2.006502151489258,7.735263441716706e-05
47,1,1.9222908020019531,7.900809186253308e-05
48,1,1.9382328987121582,8.069789146349798e-05
49,1,1.942507028579712,8.242190162726e-05
50,1,1.9360411167144775,8.417998809687633e-05
51,1,1.931572437286377,8.597201396171917e-05
52,1,1.9304544925689697,8.779783966813691e-05
53,1,1.9134132862091064,8.965732303032237e-05
54,1,1.9605278968811035,9.155031924138455e-05
55,1,1.9492219686508179,9.34766808846271e-05
56,1,1.8723299503326416,9.543625794502652e-05
57,1,1.9084078073501587,9.742889782091613e-05
58,1,1.9236960411071777,9.945444533586867e-05
59,1,1.8986977338790894,0.00010151274275078156
60,1,1.9257136583328247,0.00010360362977615979
61,1,1.8338314294815063,0.00010572694358459967
62,1,1.8899823427200317,0.00010788251882346792
63,1,1.905670166015625,0.0001100701876277794
64,1,1.8722717761993408,0.00011228977963326833
65,1,1.834106206893921,0.00011454112198965667
66,1,1.8982174396514893,0.00011682403937411396
67,1,1.8635073900222778,0.00011913835400491097
68,1,1.848180890083313,0.000121483885655264
69,1,1.8225996494293213,0.00012386045166737076
70,1,1.8244109153747559,0.000126267866966634
71,1,1.864793062210083,0.00012870594407607427
72,1,1.8743224143981934,0.00013117449313093015
73,1,1.8390976190567017,0.0001336733218934436
74,1,1.8191757202148438,0.0001362022357678306
75,1,1.8411059379577637,0.00013876103781543475
76,1,1.8420014381408691,0.00014134952877006466
77,1,1.8276723623275757,0.00014396750705351078
78,1,1.7771986722946167,0.0001466147687912444
79,1,1.806201696395874,0.00014929110782829335
80,1,1.7825734615325928,0.00015199631574529672
81,1,1.7685588598251343,0.0001547301818747355
82,1,1.7907754182815552,0.000157492493317338
83,1,1.7625672817230225,0.00016028303495866
84,1,1.7760645151138306,0.0001631015894858355
85,1,1.7702217102050781,0.0001659479374045014
86,1,1.7828402519226074,0.00016882185705588935
87,1,1.755924940109253,0.00017172312463408835
88,1,1.831274390220642,0.00017465151420347272
89,1,1.796602725982666,0.0001776067977162975
90,1,1.7450953722000122,0.00018058874503045722
91,1,1.7210407257080078,0.00018359712392740813
92,1,1.6941046714782715,0.00018663170013025275
93,1,1.825537085533142,0.00018969223732198301
94,1,1.699277400970459,0.00019277849716388483
95,1,1.7107064723968506,0.0001958902393140973
96,1,1.6953012943267822,0.00019902722144633051
97,1,1.7099714279174805,0.0002021891992687357
98,1,1.712754726409912,0.00020537592654292988
99,1,1.6771197319030762,0.0002085871551031714
100,1,1.6845393180847168,0.00021182263487568617
101,1,1.6991405487060547,0.00021508211389814147
102,1,1.7051105499267578,0.00021836533833926826
103,1,1.6896380186080933,0.00022167205251862737
104,1,1.6837605237960815,0.00022500199892652186
105,1,1.6801674365997314,0.00022835491824404845
106,1,1.7639458179473877,0.0002317305493632943
107,1,1.672210454940796,0.00023512862940766903
108,1,1.8072171211242676,0.0002385488937523768
109,1,1.629251480102539,0.000241991076045024
110,1,1.6834986209869385,0.0002454549082263612
111,1,1.673146367073059,0.00024894012055115837
112,1,1.6218008995056152,0.0002524464416092108
